205,"2019,1,9,13,30,129,424,0.6000000000000001,N/A"
206,"2019,1,9,14,30,98,358,0.6000000000000001,N/A"
207,"2019,1,9,15,30,58,151,0.6000000000000001,N/A"
208,"2019,1,9,16,30,0,0,0.6000000000000001,N/A"
209,"2019,1,9,17,30,0,0,0.6000000000000001,N/A"
210,"2019,1,9,18,30,0,0,0.6000000000000001,N/A"
211,"2019,1,9,19,30,0,0,0.5,N/A"
212,"2019,1,9,20,30,0,0,0.5,N/A"
213,"2019,1,9,21,30,0,0,0.5,N/A"
214,"2019,1,9,22,30,0,0,0.5,N/A"
215,"2019,1,9,23,30,0,0,0.5,N/A"
216,"2019,1,10,0,30,0,0,0.5,N/A"
217,"2019,1,10,1,30,0,0,0.4,N/A"
218,"2019,1,10,2,30,0,0,0.4,N/A"
219,"2019,1,10,3,30,0,0,0.4,N/A"
220,"2019,1,10,4,30,0,0,0.4,N/A"
221,"2019,1,10,5,30,0,0,0.4,N/A"
222,"2019,1,10,6,30,0,0,0.4,N/A"
223,"2019,1,10,7,30,14,132,0.4,N/A"
224,"2019,1,10,8,30,61,243,0.5,N/A"
225,"2019,1,10,9,30,88,478,0.5,N/A"
226,"2019,1,10,10,30,134,417,0.5,N/A"
227,"2019,1,10,11,30,131,536,0.6000000000000001,N/A"
228,"2019,1,10,12,30,97,666,0.6000000000000001,N/A"
229,"2019,1,10,13,30,125,456,0.6000000000000001,N/A"
230,"2019,1,10,14,30,64,774,0.5,N/A"
231,"2019,1,10,15,30,44,611,0.5,N/A"
232,"2019,1,10,16,30,0,0,0.5,N/A"
233,"2019,1,10,17,30,0,0,0.5,N/A"
234,"2019,1,10,18,30,0,0,0.5,N/A"
235,"2019,1,10,19,30,0,0,0.5,N/A"
236,"2019,1,10,20,30,0,0,0.5,N/A"
237,"2019,1,10,21,30,0,0,0.5,N/A"
238,"2019,1,10,22,30,0,0,0.5,N/A"
239,"2019,1,10,23,30,0,0,0.5,N/A"
240,"2019,1,11,0,30,0,0,0.5,N/A"
241,"2019,1,11,1,30,0,0,0.5,N/A"
242,"2019,1,11,2,30,0,0,0.5,N/A"
243,"2019,1,11,3,30,0,0,0.5,N/A"
244,"2019,1,11,4,30,0,0,0.5,N/A"
245,"2019,1,11,5,30,0,0,0.5,N/A"
246,"2019,1,11,6,30,0,0,0.4,N/A"
247,"2019,1,11,7,30,4,209,0.5,N/A"
248,"2019,1,11,8,30,55,351,0.5,N/A"
249,"2019,1,11,9,30,45,864,0.5,N/A"
250,"2019,1,11,10,30,80,686,0.6000000000000001,N/A"
251,"2019,1,11,11,30,142,481,0.6000000000000001,N/A"
252,"2019,1,11,12,30,49,960,0.6000000000000001,N/A"
253,"2019,1,11,13,30,45,933,0.6000000000000001,N/A"
254,"2019,1,11,14,30,75,545,0.5,N/A"
255,"2019,1,11,15,30,60,177,0.5,N/A"
256,"2019,1,11,16,30,0,0,0.4,N/A"
257,"2019,1,11,17,30,0,0,0.4,N/A"
258,"2019,1,11,18,30,0,0,0.4,N/A"
259,"2019,1,11,19,30,0,0,0.4,N/A"
260,"2019,1,11,20,30,0,0,0.4,N/A"
261,"2019,1,11,21,30,0,0,0.4,N/A"
262,"2019,1,11,22,30,0,0,0.4,N/A"
263,"2019,1,11,23,30,0,0,0.4,N/A"
264,"2019,1,12,0,30,0,0,0.4,N/A"
265,"2019,1,12,1,30,0,0,0.4,N/A"
266,"2019,1,12,2,30,0,0,0.4,N/A"
267,"2019,1,12,3,30,0,0,0.4,N/A"
268,"2019,1,12,4,30,0,0,0.4,N/A"
269,"2019,1,12,5,30,0,0,0.5,N/A"
270,"2019,1,12,6,30,0,0,0.5,N/A"
271,"2019,1,12,7,30,5,221,0.4,N/A"
272,"2019,1,12,8,30,52,397,0.30000000000000004,N/A"
273,"2019,1,12,9,30,64,645,0.4,N/A"
274,"2019,1,12,10,30,52,913,0.4,N/A"
